"","date","L005_CHLOROPHYLL-A, CORRECTED_ug/L","days"
"67",1986-08-20,15.7,2454
"68",1986-09-25,70.6,2490
"69",1986-10-23,29.3,2518
"70",1986-12-10,27.4,2567
"71",1987-01-14,31.8,2602
"72",1987-02-12,20.3,2631
"73",1987-04-02,17.1,2680
"74",1987-05-01,16.5,2708
"75",1987-06-04,35.4,2742
"76",1987-06-24,33.3,2762
"77",1987-07-09,11.8,2777
"78",1987-07-21,22.5,2789
"79",1987-07-23,16.5,2791
"80",1987-08-06,22.9,2805
"81",1987-08-18,4.7,2817
"82",1987-09-03,18.7,2833
"83",1987-09-14,10.4,2844
"84",1987-11-05,34.5,2897
"85",1987-11-18,35.1,2910
"86",1987-12-14,28.1,2936
"87",1988-01-19,9.7,2972
"88",1988-02-17,13.8,3001
"89",1988-03-22,13.5,3035
"90",1988-04-20,10.1,3063
"91",1988-05-04,21.2,3077
"92",1988-05-18,31.2,3091
"93",1988-06-02,71.6,3106
"94",1988-06-15,53.8,3119
"95",1988-06-29,40,3133
"96",1988-07-13,32,3147
"97",1988-07-25,52.6,3159
"98",1988-08-10,35,3175
"99",1988-08-24,39.3,3189
"100",1988-09-08,28.7,3204
"101",1988-09-21,46.3,3217
"102",1988-10-05,30,3231
"103",1988-10-19,32.6,3245
"104",1988-11-02,53.9,3260
"105",1988-11-16,59.8,3274
"106",1988-12-12,69.5,3300
"107",1989-01-11,60.2,3330
"108",1989-02-08,36.8,3358
"109",1989-03-15,41.4,3393
"110",1989-04-05,61.2,3413
"111",1989-05-17,19.4,3455
"112",1989-06-13,12.8,3482
"113",1989-06-27,13.2,3496
"114",1989-07-11,9.8,3510
"115",1989-07-26,26,3525
"116",1989-08-08,19.4,3538
"117",1989-08-22,19.3,3552
"118",1989-09-06,18.3,3567
"119",1989-09-20,12.5,3581
"120",1989-10-05,15.6,3596
"121",1989-10-18,39.7,3609
"122",1989-11-01,76.9,3624
"123",1990-01-10,21.4,3694
"124",1990-02-07,29.8,3722
"125",1990-04-05,22.5,3778
"126",1990-04-18,22.5,3791
"127",1990-05-02,49.3,3805
"128",1990-05-16,5.4,3819
"129",1990-05-31,7.5,3834
"130",1990-06-12,6.2,3846
"131",1990-06-26,4.4,3860
"132",1990-07-10,3.9,3874
"133",1990-07-24,15.4,3888
"134",1990-08-07,34,3902
"135",1990-08-20,18.9,3915
"136",1990-09-18,14.7,3944
"137",1990-10-02,20.3,3958
"138",1990-10-17,38.8,3973
"139",1990-10-31,33,3988
"140",1990-12-11,16.9,4029
"141",1991-01-07,36.4,4056
"142",1991-02-07,75.7,4087
"143",1991-03-06,83.6,4114
"144",1991-05-01,26.2,4169
"145",1991-05-13,18.6,4181
"146",1991-05-29,18.6,4197
"147",1991-06-12,66.6,4211
"148",1991-07-10,19.2,4239
"149",1991-07-23,17.3,4252
"150",1991-08-05,12.1,4265
"151",1991-08-20,17.3,4280
"152",1991-09-03,33.4,4294
"153",1991-09-16,20.6,4307
"154",1991-10-14,21.4,4335
"155",1991-10-28,22.7,4350
"156",1991-12-12,16.2,4395
"157",1992-01-22,14.5,4436
"158",1992-02-04,48.5,4449
"159",1992-03-09,36.4,4483
"160",1992-04-08,32.9,4512
"161",1992-05-05,30.9,4539
"162",1992-05-19,72.2,4553
"163",1992-06-02,68.2,4567
"164",1992-06-16,29,4581
"165",1992-07-01,24.1,4596
"166",1992-07-22,37.7,4617
"167",1992-08-03,16.3,4629
"168",1992-08-18,43.5,4644
"169",1992-08-26,33.8,4652
"170",1992-09-08,33.4,4665
"171",1992-09-30,41.5,4687
"172",1992-10-12,42.6,4699
"173",1992-11-23,52.9,4742
"174",1992-12-08,34.3,4757
"175",1993-01-06,17.5,4786
"176",1993-02-22,18.6,4833
"177",1993-03-09,30.5,4848
"178",1993-04-20,56.8,4889
"179",1993-05-11,19.55,4910
"180",1993-05-27,37.8666666666667,4926
"181",1993-06-02,14.6666666666667,4932
"182",1993-06-09,20.4,4939
"183",1993-06-15,28.125,4945
"184",1993-07-01,27.2333333333333,4961
"185",1993-07-06,43.2333333333333,4966
"186",1993-07-07,33.2,4967
"187",1993-07-12,69.2666666666667,4972
"188",1993-07-20,80.2,4980
"189",1993-07-21,82.7,4981
"190",1993-07-27,31.975,4987
"191",1993-08-04,19.3666666666667,4995
"192",1993-08-10,25.8333333333333,5001
"193",1993-08-17,22.56,5008
"194",1993-08-24,11.875,5015
"195",1993-08-31,35.825,5022
"196",1993-09-07,45.2666666666667,5029
"197",1993-09-22,18.5,5044
"198",1993-10-06,28.9,5058
"199",1993-10-14,13.5666666666667,5066
"200",1993-11-16,26.4285714285714,5100
"201",1993-12-14,27.15,5128
"202",1993-12-28,15.35,5142
"203",1994-02-01,17.3666666666667,5177
"204",1994-02-08,23.64,5184
"205",1994-02-24,19.5,5200
"206",1994-03-16,13.4333333333333,5220
"207",1994-04-05,27.95,5239
"208",1994-04-13,22.6,5247
"209",1994-04-14,8,5248
"210",1994-04-26,13.8666666666667,5260
"211",1994-04-27,16.2,5261
"212",1994-05-03,4.72,5267
"213",1994-05-10,14.66,5274
"214",1994-05-11,13.4,5275
"215",1994-05-17,20.075,5281
"216",1994-05-24,31.46,5288
"217",1994-05-25,31.8,5289
"218",1994-06-13,45.9666666666667,5308
"219",1994-06-14,42.28,5309
"220",1994-06-21,71.6333333333333,5316
"221",1994-06-27,14.9,5322
"222",1994-06-28,11.425,5323
"223",1994-07-05,8.08,5330
"224",1994-07-07,10,5332
"225",1994-07-12,8.88,5337
"226",1994-07-19,11.16,5344
"227",1994-07-20,7.4,5345
"228",1994-07-26,13.98,5351
"229",1994-08-08,46.3,5364
"230",1994-08-16,36.6,5372
"231",1994-08-18,40,5374
"232",1994-08-23,25.25,5379
"233",1994-08-30,31,5386
"234",1994-09-14,12.8,5401
"235",1994-09-20,33.1333333333333,5407
"236",1994-10-12,20.8,5429
"237",1994-10-27,40.4,5444
"238",1994-12-06,46.4,5485
"239",1995-01-18,16.1,5528
"240",1995-02-14,20.1,5555
"241",1995-03-14,17,5583
"242",1995-04-04,20.8,5603
"243",1995-04-19,17.5,5618
"244",1995-05-02,36.1,5631
"245",1995-05-16,31,5645
"246",1995-06-01,30.3,5661
"247",1995-06-14,27.1,5674
"248",1995-06-28,46,5688
"249",1995-07-13,15.5,5703
"250",1995-08-09,22.8,5730
"251",1995-09-21,23.2,5773
"252",1995-10-26,40.5,5808
"253",1995-11-27,30,5841
"254",1995-12-27,20.6,5871
"255",1996-01-17,10.2,5892
"256",1996-02-14,44.6,5920
"257",1996-03-25,8.4,5960
"258",1996-04-15,19,5980
"259",1996-04-29,20,5994
"260",1996-05-14,16.8,6009
"261",1996-05-28,16,6023
"262",1996-06-25,41.8,6051
"263",1996-07-11,71.2,6067
"264",1996-08-08,62.8,6095
"265",1996-08-19,42.3,6106
"266",1996-09-05,20.6,6123
"267",1996-10-16,36.4,6164
"268",1996-11-12,38.4,6192
"269",1996-12-10,32,6220
"270",1997-01-06,7.4,6247
"271",1997-02-03,19.1,6275
"272",1997-03-03,23.1,6303
"273",1997-04-08,35,6338
"274",1997-04-24,39.95,6354
"275",1997-05-08,16.8,6368
"276",1997-05-20,31.4,6380
"277",1997-06-02,35.25,6393
"278",1997-06-17,19.95,6408
"279",1997-07-15,7.7,6436
"280",1997-08-13,22,6465
"281",1997-08-25,29.8,6477
"282",1997-09-09,42.95,6492
"283",1997-09-23,30.95,6506
"284",1997-10-20,60.3,6533
"285",1997-11-17,59.6,6562
"286",1998-01-12,36.1,6618
"287",1998-02-09,50.6,6646
"288",1998-02-10,48.3,6647
"289",1998-03-16,19.9,6681
"290",1998-03-31,28.95,6696
"291",1998-04-14,17.5,6709
"292",1998-04-28,12.7,6723
"293",1998-05-11,5.8,6736
"294",1998-05-27,15.8,6752
"295",1998-06-09,27.3,6765
"296",1998-06-23,24.5,6779
"297",1998-07-07,19.6,6793
"298",1998-07-21,34,6807
"299",1998-08-03,33,6820
"300",1998-08-18,50.5,6835
"301",1998-09-01,35.5,6849
"302",1998-09-29,25.4,6877
"303",1998-10-27,42.2,6906
"304",1998-11-24,74.2,6934
"305",1998-12-21,30.4,6961
"306",1999-01-20,12.5,6991
"307",1999-02-17,26.5,7019
"308",1999-03-16,39.8,7046
"309",1999-04-13,30.4,7073
"310",1999-04-27,10.7,7087
"311",1999-05-25,6.2,7115
"312",1999-06-15,25.9,7136
"313",1999-06-22,19.3,7143
"314",1999-07-06,23.8,7157
"315",1999-07-19,24,7170
"316",1999-08-03,22.5,7185
"317",1999-08-16,41.2,7198
"318",1999-08-31,22,7213
"319",1999-09-28,39.7,7241
"320",1999-10-11,44.4,7254
"321",1999-11-08,15.2,7283
"322",1999-12-06,10.25,7311
"323",2000-01-12,8.4,7348
"324",2000-02-14,11.9,7381
"325",2000-03-13,14.1,7409
"326",2000-04-10,1.8,7436
"327",2000-05-08,54.3,7464
"328",2000-05-23,15.8,7479
"329",2000-06-06,51.9,7493
"330",2000-06-20,17.2,7507
"331",2000-07-05,52.6,7522
"332",2000-08-15,20.5,7563
"333",2000-09-12,39.9,7591
"334",2000-09-26,16.1,7605
"335",2000-10-12,63.1,7621
"336",2000-11-07,9.6,7648
"337",2000-12-05,39.9,7676
"338",2001-01-29,20.7,7731
"339",2001-02-28,10.8,7761
"340",2001-04-04,26.4,7795
"341",2001-05-30,2,7851
"342",2001-06-14,2.4,7866
"343",2001-06-25,7.3,7877
"344",2001-07-10,6.7,7892
"345",2001-08-09,20,7922
"346",2001-08-20,8.2,7933
"347",2001-09-04,21.3,7948
"348",2001-10-15,25.2,7989
"349",2001-11-27,33.7,8033
"350",2001-12-10,34,8046
"351",2002-01-14,19.9,8081
"352",2002-02-11,42.9,8109
"353",2002-03-12,17.6,8138
"354",2002-04-10,22.9,8166
"355",2002-04-22,30.8,8178
"356",2002-05-06,21.45,8192
"357",2002-05-20,28.9,8206
"358",2002-06-04,74.5,8221
"359",2002-06-17,32.6,8234
"360",2002-07-15,11.1,8262
"361",2002-07-29,50.4,8276
"362",2002-08-12,34.9,8290
"363",2002-08-26,38.4,8304
"364",2002-09-09,38.4,8318
"365",2002-09-25,60.7,8334
"366",2002-10-21,65.4,8360
"367",2002-11-19,32.9,8390
"368",2002-12-16,38.7,8417
"369",2003-01-21,31.9,8453
"370",2003-02-18,20.4,8481
"371",2003-03-11,12.8,8502
"372",2003-04-02,12.8,8524
"373",2003-04-14,28.3,8535
"374",2003-05-05,43.225,8556
"375",2003-06-09,74.4,8591
"376",2003-07-14,64,8626
"377",2003-08-27,57,8670
"378",2003-09-09,31,8683
"379",2003-10-14,48,8718
"380",2003-11-13,61,8749
"381",2003-12-09,41,8775
"382",2004-01-06,20,8803
"383",2004-02-03,5,8831
"384",2004-03-16,35,8873
"385",2004-04-19,28,8906
"386",2004-05-17,58,8934
"387",2004-06-08,26,8956
"388",2004-07-07,49,8985
"389",2004-07-21,11,8999
"390",2004-08-09,30,9018
"391",2004-10-12,10,9082
"392",2004-11-17,5.5,9119
"393",2004-12-29,9,9161
"394",2005-01-11,13,9174
"395",2005-01-25,9,9188
"396",2005-02-08,5.8,9202
"397",2005-03-09,8,9231
"398",2005-04-12,11.5,9264
"399",2005-05-02,15,9284
"400",2005-05-10,4.5,9292
"401",2005-06-23,6,9336
"402",2005-07-12,13,9355
"403",2005-07-19,7,9362
"404",2005-08-15,25,9389
"405",2005-09-12,25,9417
"406",2005-10-11,12,9446
"407",2005-11-02,12,9469
"408",2005-11-07,4,9474
"409",2005-11-28,3,9495
"410",2005-12-20,3,9517
"411",2006-01-17,6,9545
"412",2006-02-06,12,9565
"413",2006-02-13,2.5,9572
"414",2006-03-13,10,9600
"415",2006-04-25,2,9642
"416",2006-05-09,5,9656
"417",2006-05-15,3,9662
"418",2006-06-15,1.5,9693
"419",2006-07-11,5.5,9719
"420",2006-07-24,3,9732
"421",2006-08-15,7.4,9754
"422",2006-09-26,2.5,9796
"423",2006-10-17,10,9817
"424",2006-11-08,4.4,9840
"425",2006-12-11,3.5,9873
"426",2007-01-17,11,9910
"427",2007-02-12,7,9936
"428",2007-03-19,10,9970
"429",2007-04-18,14,10000
"430",2007-07-05,5,10078
"431",2007-08-13,2,10117
"432",2007-09-26,21,10161
"433",2007-10-15,21,10180
"434",2007-11-05,12,10202
"435",2007-12-11,9,10238
"436",2008-01-14,27,10272
"437",2008-02-14,20,10303
"438",2008-03-11,30,10328
"439",2008-04-14,12,10362
"440",2008-05-21,52,10399
"441",2008-06-09,15,10418
"442",2008-07-21,25,10460
"443",2008-08-11,8,10481
"444",2008-09-22,11.5,10523
"445",2008-10-21,4.5,10552
"446",2008-11-17,6,10580
"447",2008-12-15,3.5,10608
"448",2009-01-12,6,10636
"449",2009-02-09,4,10664
"450",2009-03-09,8,10691
"451",2009-04-29,9,10742
"452",2009-05-12,17,10755
"453",2009-06-10,4,10784
"454",2009-07-06,6,10810
"455",2009-08-17,12.5,10852
"456",2009-09-14,13.5,10880
"457",2009-10-12,25.5,10908
"458",2009-11-16,39.5,10944
"459",2009-12-14,17,10972
"460",2010-01-13,11,11002
"461",2010-03-01,6.5,11049
"462",2010-04-22,5,11100
"463",2010-05-18,12,11126
"464",2010-07-12,36,11181
"465",2010-08-23,60,11223
"466",2010-09-21,128,11252
"467",2010-10-21,12,11282
"468",2010-11-02,40,11294
"469",2010-12-20,13,11343
"470",2011-01-03,8,11357
"471",2011-02-14,24,11399
"472",2011-03-09,29,11422
"473",2011-04-19,12,11462
