"","date","L008_NITRATE+NITRITE-N_mg/L","days"
"87",1977-10-11,NA,1775
"88",1977-11-21,NA,1817
"89",1978-01-12,0.297,1869
"90",1978-02-08,0.372,1896
"91",1978-03-16,0.4325,1932
"92",1978-04-12,0.4005,1959
"93",1978-05-22,NA,1998
"94",1978-06-14,NA,2021
"95",1978-07-13,NA,2050
"96",1978-08-10,NA,2078
"97",1978-09-08,NA,2107
"98",1978-10-12,NA,2141
"99",1978-11-09,0.134,2170
"100",1979-01-11,0.187,2233
"101",1979-03-08,0.433,2289
"102",1979-05-10,0.213,2351
"103",1979-06-07,NA,2379
"104",1979-07-05,NA,2407
"105",1979-08-09,0.024,2442
"106",1979-09-13,0.01,2477
"107",1979-10-10,0.72,2504
"108",1979-11-09,0.436,2535
"109",1979-12-11,0.506,2567
"110",1980-01-09,0.354,2596
"111",1980-02-08,0.388,2626
"112",1980-03-05,0.445,2652
"113",1980-04-09,0.455,2687
"114",1980-05-15,0.413,2722
"115",1980-06-16,0.160666666666667,2754
"116",1980-07-21,0.039,2789
"117",1980-08-20,0.004,2819
"118",1980-09-16,0.098,2846
"119",1980-10-16,0.004,2876
"120",1980-11-06,0.083,2898
"121",1980-12-11,NA,2933
"122",1981-01-15,0.146,2968
"123",1981-02-19,0.391,3003
"124",1981-03-26,0.382666666666667,3038
"125",1981-04-22,0.229,3065
"126",1981-05-28,0.415,3100
"127",1981-06-24,0.009,3127
"128",1981-07-15,0.004,3148
"129",1981-07-30,0.006,3163
"130",1981-08-12,0.005,3176
"131",1981-08-24,NA,3188
"132",1981-09-10,0.01,3205
"133",1981-09-22,NA,3217
"134",1981-10-08,0.005,3233
"135",1981-11-24,0.193,3281
"136",1982-01-07,0.122,3325
"137",1982-02-11,0.189,3360
"138",1982-03-04,0.21,3381
"139",1982-04-01,0.027,3409
"140",1982-05-05,0.005,3442
"141",1982-05-19,0.005,3456
"142",1982-06-24,0.053,3492
"143",1982-07-09,NA,3507
"144",1982-08-25,NA,3554
"145",1982-09-28,NA,3588
"146",1982-11-23,0.182,3645
"147",1982-12-20,0.191,3672
"148",1983-01-25,0.083,3708
"149",1983-02-24,0.129,3738
"150",1983-03-23,0.276,3765
"151",1983-04-20,0.275,3793
"152",1983-05-26,0.897,3828
"153",1983-06-28,0.006,3861
"154",1983-07-19,NA,3882
"155",1983-08-30,NA,3924
"156",1983-09-30,0.092,3955
"157",1983-10-27,NA,3982
"158",1983-12-21,NA,4038
"159",1984-01-18,0.111,4066
"160",1984-02-15,0.248,4094
"161",1984-03-22,0.163,4130
"162",1984-04-18,0.46,4157
"163",1984-05-16,0.353,4184
"164",1984-06-21,NA,4220
"165",1984-07-26,NA,4255
"166",1984-08-22,0.013,4282
"167",1984-10-18,NA,4339
"168",1984-11-29,0.152,4382
"169",1984-12-20,0.263,4403
"170",1985-01-15,0.321,4429
"171",1985-02-27,0.149,4472
"172",1985-04-04,0.285,4508
"173",1985-05-01,0.318,4534
"174",1985-06-06,0.004,4570
"175",1985-07-10,NA,4604
"176",1985-08-08,NA,4633
"177",1985-09-05,0.129,4661
"178",1985-10-17,NA,4703
"179",1985-11-14,0.0595,4732
"180",1985-12-11,0.005,4759
"181",1986-01-30,0.206,4809
"182",1986-02-20,0.1,4830
"183",1986-04-03,0.1,4872
"184",1986-05-01,0.04,4899
"185",1986-06-03,0.006,4932
"186",1986-07-02,NA,4961
"187",1986-08-07,NA,4997
"188",1986-08-12,0.017,5002
"189",1986-08-20,0.015,5010
"190",1986-09-25,NA,5046
"191",1986-10-23,0.118,5074
"192",1986-12-10,NA,5123
"193",1987-01-14,0.336,5158
"194",1987-02-12,0.381,5187
"195",1987-04-02,0.45,5236
"196",1987-05-01,0.338,5264
"197",1987-06-04,NA,5298
"198",1987-06-24,NA,5318
"199",1987-07-21,0.006,5345
"200",1987-08-18,NA,5373
"201",1987-09-14,NA,5400
"202",1987-10-19,0.201,5435
"203",1987-11-18,0.269,5466
"204",1987-12-14,0.356,5492
"205",1988-01-19,0.345,5528
"206",1988-02-17,0.376,5557
"207",1988-03-22,0.465,5591
"208",1988-04-20,0.375,5619
"209",1988-05-04,0.326,5633
"210",1988-05-18,0.064,5647
"211",1988-06-02,0.245,5662
"212",1988-06-15,0.276,5675
"213",1988-06-29,0.03,5689
"214",1988-07-13,0.006,5703
"215",1988-07-25,0.058,5715
"216",1988-08-10,NA,5731
"217",1988-08-24,NA,5745
"218",1988-09-08,0.04,5760
"219",1988-09-21,NA,5773
"220",1988-10-05,NA,5787
"221",1988-10-19,0.009,5801
"222",1988-11-02,NA,5816
"223",1988-11-16,NA,5830
"224",1988-12-12,0.26,5856
"225",1989-01-11,NA,5886
"226",1989-02-08,0.109,5914
"227",1989-03-15,0.352,5949
"228",1989-04-05,0.336,5969
"229",1989-05-17,0.004,6011
"230",1989-06-13,0.01,6038
"231",1989-06-27,0.005,6052
"232",1989-07-11,0.007,6066
"233",1989-07-26,0.019,6081
"234",1989-08-08,NA,6094
"235",1989-08-22,NA,6108
"236",1989-09-06,NA,6123
"237",1989-09-20,0.005,6137
"238",1989-10-05,NA,6152
"239",1989-10-18,NA,6165
"240",1989-11-01,0.159,6180
"241",1989-11-15,NA,6194
"242",1989-12-13,0.158,6222
"243",1990-01-10,0.277,6250
"244",1990-02-07,0.15,6278
"245",1990-04-05,0.133,6334
"246",1990-04-18,0.007,6347
"247",1990-05-02,0.194,6361
"248",1990-05-16,0.067,6375
"249",1990-05-31,0.09,6390
"250",1990-06-12,0.012,6402
"251",1990-06-26,NA,6416
"252",1990-07-10,NA,6430
"253",1990-07-24,NA,6444
"254",1990-08-07,NA,6458
"255",1990-08-20,0.006,6471
"256",1990-09-18,0.006,6500
"257",1990-10-02,0.005,6514
"258",1990-10-17,0.004,6529
"259",1990-10-31,0.181,6544
"260",1990-11-14,0.147,6558
"261",1990-12-11,0.093,6585
"262",1991-01-07,0.121,6612
"263",1991-02-07,NA,6643
"264",1991-03-06,0.204,6670
"265",1991-04-17,0.302,6711
"266",1991-05-01,0.279,6725
"267",1991-05-13,0.065,6737
"268",1991-05-29,0.193,6753
"269",1991-06-12,0.009,6767
"270",1991-07-10,NA,6795
"271",1991-07-24,0.033,6809
"272",1991-08-06,0.004,6822
"273",1991-08-20,0.005,6836
"274",1991-09-16,0.015,6863
"275",1991-10-14,NA,6891
"276",1991-10-28,0.004,6906
"277",1991-12-12,0.08,6951
"278",1992-01-22,0.303,6992
"279",1992-02-04,0.165,7005
"280",1992-03-09,NA,7039
"281",1992-04-08,0.227,7068
"282",1992-05-05,0.077,7095
"283",1992-05-19,0.009,7109
"284",1992-06-02,0.145,7123
"285",1992-06-16,NA,7137
"286",1992-07-01,0.136,7152
"287",1992-08-03,NA,7185
"288",1992-08-18,0.005,7200
"289",1992-08-26,NA,7208
"290",1992-09-08,NA,7221
"291",1992-10-12,0.015,7255
"292",1992-11-23,NA,7298
"293",1992-12-08,0.211,7313
"294",1993-01-06,0.145,7342
"295",1993-03-09,0.363,7404
"296",1993-04-20,0.293,7445
"297",1993-05-11,0.339,7466
"298",1993-06-09,0.197,7495
"299",1993-06-15,0.23,7501
"300",1993-07-07,NA,7523
"301",1993-07-20,NA,7536
"302",1993-08-17,NA,7564
"303",1993-08-31,NA,7578
"304",1993-10-06,0.065,7614
"305",1993-10-20,0.018,7628
"306",1993-11-15,NA,7655
"307",1993-12-28,0.37,7698
"308",1994-02-03,0.422,7735
"309",1994-02-24,0.172,7756
"310",1994-03-16,0.277,7776
"311",1994-04-13,0.231,7803
"312",1994-04-27,0.083,7817
"313",1994-05-11,0.236,7831
"314",1994-05-17,0.012,7837
"315",1994-05-25,0.144,7845
"316",1994-06-27,NA,7878
"317",1994-07-07,0.009,7888
"318",1994-07-20,0.006,7901
"319",1994-08-08,0.008,7920
"320",1994-08-18,0.008,7930
"321",1994-10-12,0.008,7985
"322",1994-10-27,0.013,8000
"323",1994-12-06,0.031,8041
"324",1995-01-18,0.33,8084
"325",1995-02-14,0.32,8111
"326",1995-03-07,0.207,8132
"327",1995-03-14,0.305,8139
"328",1995-04-04,0.302,8159
"329",1995-04-19,0.315,8174
"330",1995-05-02,0.332,8187
"331",1995-05-16,0.1725,8201
"332",1995-06-01,0.108,8217
"333",1995-06-08,0.121,8224
"334",1995-06-14,NA,8230
"335",1995-06-28,0.004,8244
"336",1995-07-13,NA,8259
"337",1995-08-09,0.04,8286
"338",1995-09-07,NA,8315
"339",1995-09-21,NA,8329
"340",1995-10-26,0.158,8364
"341",1995-11-27,0.185,8397
"342",1996-01-17,0.324,8448
"343",1996-02-14,0.284,8476
"344",1996-03-25,0.254,8516
"345",1996-04-15,0.301,8536
"346",1996-05-14,0.239,8565
"347",1996-05-28,0.18,8579
"348",1996-06-25,0.061,8607
"349",1996-07-11,0.037,8623
"350",1996-08-08,0.06,8651
"351",1996-08-19,0.018,8662
"352",1996-09-05,0.02,8679
"353",1996-10-16,0.112,8720
"354",1996-11-12,0.104,8748
"355",1996-12-10,0.158,8776
"356",1997-01-06,0.019,8803
"357",1997-02-03,0.246,8831
"358",1997-03-03,0.4,8859
"359",1997-04-08,0.39,8894
"360",1997-04-24,0.36,8910
"361",1997-05-08,0.305,8924
"362",1997-05-20,0.008,8936
"363",1997-06-02,0.013,8949
"364",1997-06-17,0.023,8964
"365",1997-07-15,0.006,8992
"366",1997-08-13,0.006,9021
"367",1997-08-25,0.007,9033
"368",1997-09-09,NA,9048
"369",1997-09-23,NA,9062
"370",1997-10-20,0.02,9089
"371",1997-11-17,0.202,9118
"372",1998-01-12,0.11,9174
"373",1998-02-10,0.39,9203
"374",1998-03-16,0.42,9237
"375",1998-03-31,0.058,9252
"376",1998-04-14,0.385,9265
"377",1998-04-28,0.416,9279
"378",1998-05-11,0.436,9292
"379",1998-05-27,0.376,9308
"380",1998-06-09,0.372,9321
"381",1998-06-23,0.311,9335
"382",1998-07-07,0.179,9349
"383",1998-07-21,0.071,9363
"384",1998-08-03,0.019,9376
"385",1998-08-18,0.005,9391
"386",1998-09-01,0.013,9405
"387",1998-09-29,0.109,9433
"388",1998-10-27,0.037,9462
"389",1998-11-24,NA,9490
"390",1998-12-21,0.279,9517
"391",1999-01-20,0.018,9547
"392",1999-02-17,0.072,9575
"393",1999-04-13,0.16,9629
"394",1999-04-27,0.027,9643
"395",1999-05-25,0.006,9671
"396",1999-06-15,0.021,9692
"397",1999-06-22,0.112,9699
"398",1999-07-06,NA,9713
"399",1999-07-19,NA,9726
"400",1999-08-03,0.035,9741
"401",1999-08-16,0.043,9754
"402",1999-08-31,0.004,9769
"403",1999-09-28,0.119,9797
"404",1999-10-11,0.18,9810
"405",1999-12-06,0.493,9867
"406",2000-01-12,0.574,9904
"407",2000-02-14,0.655,9937
"408",2000-03-13,0.548,9965
"409",2000-04-10,0.609,9992
"410",2000-05-08,0.446,10020
"411",2000-05-23,0.424,10035
"412",2000-06-06,0.188,10049
"413",2000-06-20,0.249,10063
"414",2000-07-05,0.227,10078
"415",2000-08-15,0.162,10119
"416",2000-09-12,NA,10147
"417",2000-09-26,NA,10161
"418",2000-10-12,0.133,10177
"419",2000-11-07,0.142,10204
"420",2000-12-05,0.188,10232
"421",2001-01-29,0.323,10287
"422",2001-02-28,0.172,10317
"423",2001-04-04,0.246,10351
"424",2001-05-30,NA,10407
"425",2001-06-14,0.006,10422
"426",2001-06-25,NA,10433
"427",2001-07-10,0.032,10448
"428",2001-08-09,NA,10478
"429",2001-08-20,NA,10489
"430",2001-09-04,NA,10504
"431",2001-10-15,0.232,10545
"432",2001-11-27,0.259,10589
"433",2001-12-10,0.145,10602
"434",2002-01-14,0.407,10637
"435",2002-02-11,0.053,10665
"436",2002-03-12,0.022,10694
"437",2002-04-10,0.11,10722
"438",2002-04-22,0.18,10734
"439",2002-05-06,0.073,10748
"440",2002-05-20,0.114,10762
"441",2002-06-04,NA,10777
"442",2002-06-17,0.083,10790
"443",2002-07-15,NA,10818
"444",2002-07-29,0.005,10832
"445",2002-08-12,NA,10846
"446",2002-08-26,0.005,10860
"447",2002-09-09,0.146,10874
"448",2002-09-25,0.0183333333333333,10890
"449",2002-10-21,NA,10916
"450",2002-11-19,0.217,10946
"451",2002-12-16,0.198,10973
"452",2003-01-21,0.361,11009
"453",2003-02-18,0.261,11037
"454",2003-03-11,0.251,11058
"455",2003-04-02,0.437,11080
"456",2003-04-14,0.397,11091
"457",2003-05-05,0.305,11112
"458",2003-06-09,0.248,11147
"459",2003-07-14,NA,11182
"460",2003-08-27,0.005,11226
"461",2003-09-09,0.106,11239
"462",2003-10-14,NA,11274
"463",2003-11-13,0.118,11305
"464",2003-12-09,0.317,11331
"465",2004-01-06,0.022,11359
"466",2004-02-04,0.283,11388
"467",2004-03-17,0.128,11430
"468",2004-04-20,0.1555,11463
"469",2004-05-18,0.009,11491
"470",2004-06-09,0.0635,11513
"471",2004-07-20,0.104,11554
"472",2004-08-10,0.039,11575
"473",2004-10-11,0.556,11637
"474",2004-11-18,0.68,11676
"475",2004-12-29,0.83,11717
"476",2005-01-10,0.721,11729
"477",2005-02-07,0.771,11757
"478",2005-03-07,0.729,11785
"479",2005-04-11,0.754,11819
"480",2005-05-09,0.785,11847
"481",2005-06-21,0.621,11890
"482",2005-07-20,0.465,11919
"483",2005-08-16,0.043,11946
"484",2005-09-13,0.27,11974
"485",2005-10-10,0.204,12001
"486",2005-11-01,0.461,12024
"487",2005-12-19,0.585,12072
"488",2006-01-19,0.557,12103
"489",2006-02-14,0.615,12129
"490",2006-03-14,0.586,12157
"491",2006-04-24,0.456,12197
"492",2006-05-17,0.53,12220
"493",2006-06-14,0.546,12248
"494",2006-07-10,0.344,12274
"495",2006-08-14,0.107,12309
"496",2006-09-27,NA,12353
"497",2006-10-16,0.11,12372
"498",2006-11-06,0.131,12394
"499",2006-12-12,0.176,12430
"500",2007-01-16,0.084,12465
"501",2007-02-13,0.219,12493
"502",2007-03-19,0.133,12526
"503",2007-04-18,0.116,12556
"504",2007-06-07,0.202,12606
"505",2007-07-05,0.008,12634
"506",2007-08-13,NA,12673
"507",2007-10-15,0.188,12736
"508",2007-11-05,0.301,12758
"509",2007-12-11,0.239,12794
"510",2008-01-14,0.211,12828
"511",2008-02-14,0.227,12859
"512",2008-03-11,0.1245,12884
"513",2008-04-14,0.015,12918
"514",2008-05-21,0.254,12955
"515",2008-06-09,0.038,12974
"516",2008-07-21,NA,13016
"517",2008-08-11,0.007,13037
"518",2008-09-23,0.174,13080
"519",2008-10-20,0.358,13107
"520",2008-11-18,0.391,13137
"521",2008-12-16,0.429,13165
"522",2009-01-13,0.399,13193
"523",2009-02-12,0.445,13223
"524",2009-03-10,0.29,13248
"525",2009-04-28,0.17,13297
"526",2009-05-12,0.11,13311
"527",2009-06-10,0.128,13340
"528",2009-07-07,0.114,13367
"529",2009-08-18,0.007,13409
"530",2009-09-15,NA,13437
"531",2009-10-13,NA,13465
"532",2009-11-17,0.128,13501
"533",2009-12-15,0.193,13529
"534",2010-01-14,0.48,13559
"535",2010-03-10,0.467,13614
"536",2010-04-20,0.431,13654
"537",2010-05-19,0.405,13683
"538",2010-06-15,NA,13710
"539",2010-07-13,NA,13738
"540",2010-08-25,0.062,13781
"541",2010-09-20,0.034,13807
"542",2010-10-20,0.211,13837
"543",2010-11-01,0.012,13849
"544",2010-12-15,0.424,13894
"545",2011-01-04,0.413,13914
"546",2011-02-14,0.32,13955
"547",2011-03-08,0.232,13977
"548",2011-04-18,0.207,14017
"549",2011-05-24,NA,14053
"550",2011-06-07,NA,14067
"551",2011-07-12,NA,14102
"552",2011-08-02,0.005,14123
"553",2011-09-19,NA,14171
"554",2011-10-10,0.089,14192
"555",2011-11-14,0.298,14228
"556",2011-12-06,0.28,14250
"557",2012-01-24,0.259,14299
"558",2012-02-06,0.034,14312
"559",2012-03-20,0.264,14354
"560",2012-04-03,0.052,14368
"561",2012-05-21,0.089,14416
"562",2012-06-11,0.202,14437
"563",2012-08-14,NA,14501
"564",2012-09-19,NA,14537
"565",2012-10-09,NA,14557
"566",2012-11-27,0.368,14607
"567",2012-12-11,0.293,14621
"568",2013-01-08,0.233,14649
"569",2013-02-11,0.136,14683
"570",2013-03-27,0.418,14726
"571",2013-04-08,0.357,14738
"572",2013-05-14,0.261,14774
"573",2013-06-03,0.033,14794
"574",2013-07-17,0.013,14838
"575",2013-08-06,NA,14858
"576",2013-09-17,0.054,14900
"577",2013-10-01,NA,14914
"578",2013-11-12,0.088,14957
"579",2013-12-04,0.353,14979
"580",2014-01-14,0.26,15020
"581",2014-02-05,0.159,15042
"582",2014-03-11,0.282,15075
"583",2014-04-15,0.155,15110
"584",2014-05-14,0.033,15139
"585",2014-06-04,0.008,15160
"586",2014-07-15,NA,15201
"587",2014-08-05,0.024,15222
"588",2014-09-02,0.069,15250
"589",2014-10-07,0.079,15285
"590",2014-11-04,0.173,15314
"591",2014-12-02,0.178,15342
"592",2015-01-06,0.083,15377
"593",2015-02-03,0.31,15405
"594",2015-03-03,0.106,15433
"595",2015-04-07,0.198,15467
"596",2015-05-12,NA,15502
"597",2015-06-03,0.017,15524
"598",2015-07-08,0.078,15559
"599",2015-08-04,0.201,15586
"600",2015-09-01,NA,15614
"601",2015-10-06,0.018,15649
"602",2015-11-04,0.03,15679
"603",2015-12-01,0.215,15706
"604",2016-01-11,0.212,15747
"605",2016-02-02,0.239,15769
"606",2016-03-01,0.308,15797
"607",2016-04-05,0.317,15831
"608",2016-05-03,0.434,15859
"609",2016-06-14,0.085,15901
"610",2016-07-11,0.078,15928
"611",2016-08-02,NA,15950
"612",2016-09-06,0.012,15985
"613",2016-10-18,0.208,16027
"614",2016-11-01,0.225,16041
"615",2016-12-07,0.353,16078
"616",2017-01-09,0.364,16111
"617",2017-02-07,0.308,16140
"618",2017-03-22,0.36,16182
"619",2017-04-17,0.129,16208
"620",2017-05-23,0.307,16244
"621",2017-06-20,0.19,16272
"622",2017-07-10,0.131,16292
"623",2017-08-14,NA,16327
"624",2017-09-18,0.177,16362
"625",2017-10-10,0.362,16384
"626",2017-11-07,0.439,16413
"627",2017-12-05,0.528,16441
"628",2018-01-17,0.526,16484
"629",2018-02-06,0.569,16504
"630",2018-03-06,0.565,16532
"631",2018-04-03,0.523,16559
"632",2018-05-01,0.569,16587
"633",2018-06-05,0.456,16622
"634",2018-07-17,NA,16664
"635",2018-08-14,0.028,16692
"636",2018-09-04,0.088,16713
"637",2018-10-16,NA,16755
"638",2018-11-06,NA,16777
"639",2018-12-04,0.207,16805
"640",2019-01-08,0.184,16840
"641",2019-02-12,0.163,16875
"642",2019-03-12,0.251,16902
"643",2019-04-02,0.289,16923
"644",2019-05-08,0.297,16959
"645",2019-06-05,0.078,16987
"646",2019-07-09,0.05,17021
"647",2019-08-06,NA,17049
"648",2019-09-09,0.204,17083
"649",2019-10-01,0.058,17105
"650",2019-11-05,0.029,17141
"651",2019-12-03,0.308,17169
"652",2020-01-14,0.09,17211
"653",2020-02-12,0.119,17240
"654",2020-03-10,0.175,17266
"655",2020-04-07,0.295,17294
"656",2020-05-05,0.305,17322
"657",2020-05-20,0.359,17337
"658",2020-06-02,0.111,17350
"659",2020-06-23,NA,17371
"660",2020-07-07,0.08,17385
"661",2020-07-21,0.09,17399
"662",2020-08-04,NA,17413
"663",2020-08-25,0.073,17434
"664",2020-09-08,0.119,17448
"665",2020-09-23,0.077,17463
"666",2020-10-06,0.1,17476
"667",2020-10-21,0.168,17491
"668",2020-11-17,0.257,17519
"669",2020-12-15,0.345,17547
"670",2021-01-05,0.307,17568
"671",2021-02-09,0.267,17603
"672",2021-03-10,0.364,17632
"673",2021-04-06,0.328,17658
"674",2021-05-04,0.254,17686
"675",2021-05-18,0.178,17700
"676",2021-06-08,0.206,17721
"677",2021-06-22,0.197,17735
"678",2021-07-08,0.057,17751
"679",2021-07-20,NA,17763
"680",2021-08-03,0.082,17777
"681",2021-08-24,NA,17798
"682",2021-09-08,NA,17813
"683",2021-09-21,NA,17826
"684",2021-10-05,NA,17840
"685",2021-10-19,NA,17854
"686",2021-11-02,0.043,17868
"687",2021-12-07,0.198,17904
"688",2022-01-04,0.213,17932
"689",2022-02-08,0.294,17967
"690",2022-03-08,NA,17995
"691",2022-04-05,0.342,18022
"692",2022-05-03,0.008,18050
"693",2022-05-18,0.102,18065
"694",2022-06-07,0.238,18085
"695",2022-06-21,0.097,18099
"696",2022-07-06,0.008,18114
"697",2022-07-19,0.02,18127
"698",2022-08-02,NA,18141
"699",2022-08-16,NA,18155
"700",2022-09-06,NA,18176
"701",2022-09-20,0.042,18190
"702",2022-10-04,0.148,18204
"703",2022-10-18,0.09,18218
"704",2022-11-15,0.333,18247
"705",2022-12-06,0.425,18268
"706",2023-01-10,0.388,18303
"707",2023-02-07,0.426,18331
"708",2023-03-07,0.422,18359
"709",2023-04-04,0.316,18386
"710",2023-05-02,0.434,18414
